Vardas         Pavarde        ND1       ND2       ND3       ND4       ND5       Egzaminas 
Vardas25839    Pavarde25839   3         7         6         1         3         7         
Vardas25840    Pavarde25840   10        9         8         3         3         5         
Vardas25841    Pavarde25841   4         3         3         6         9         3         
Vardas25842    Pavarde25842   5         7         9         2         3         9         
Vardas25843    Pavarde25843   8         6         6         2         6         9         
Vardas25844    Pavarde25844   5         3         8         5         10        10        
Vardas25845    Pavarde25845   1         5         8         4         10        5         
Vardas25846    Pavarde25846   8         4         9         3         9         5         
Vardas25847    Pavarde25847   9         2         6         6         1         9         
Vardas25848    Pavarde25848   6         5         2         3         2         8         
Vardas25849    Pavarde25849   4         7         5         4         1         1         
Vardas25850    Pavarde25850   5         7         5         6         2         10        
Vardas25851    Pavarde25851   2         3         3         5         10        6         
Vardas25852    Pavarde25852   7         6         7         6         7         3         
Vardas25853    Pavarde25853   10        8         9         10        5         8         
Vardas25854    Pavarde25854   3         1         6         9         10        5         
Vardas25855    Pavarde25855   8         7         9         2         9         8         
Vardas25856    Pavarde25856   5         2         8         6         8         6         
Vardas25857    Pavarde25857   9         3         5         4         5         4         
Vardas25858    Pavarde25858   10        2         4         6         4         4         
Vardas25859    Pavarde25859   4         5         3         4         9         7         
Vardas25860    Pavarde25860   4         10        8         10        2         4         
Vardas25861    Pavarde25861   5         2         5         3         6         3         
Vardas25862    Pavarde25862   3         2         6         1         3         9         
Vardas25863    Pavarde25863   7         1         4         6         1         7         
Vardas25864    Pavarde25864   1         4         8         2         4         5         
Vardas25865    Pavarde25865   9         3         9         3         6         7         
Vardas25866    Pavarde25866   5         10        1         5         6         8         
Vardas25867    Pavarde25867   6         9         4         4         4         4         
Vardas25868    Pavarde25868   3         4         7         4         2         10        
Vardas25869    Pavarde25869   5         4         4         2         10        2         
Vardas25870    Pavarde25870   1         3         10        2         2         10        
Vardas25871    Pavarde25871   4         3         1         8         1         6         
Vardas25872    Pavarde25872   4         2         5         3         6         7         
Vardas25873    Pavarde25873   5         5         4         9         3         1         
Vardas25874    Pavarde25874   1         9         10        8         10        2         
Vardas25875    Pavarde25875   9         1         6         9         7         8         
Vardas25876    Pavarde25876   7         6         5         8         8         1         
Vardas25877    Pavarde25877   6         1         9         10        2         3         
Vardas25878    Pavarde25878   7         8         8         1         9         5         
Vardas25879    Pavarde25879   3         4         5         7         5         3         
Vardas25880    Pavarde25880   2         8         1         2         3         8         
Vardas25881    Pavarde25881   6         1         7         3         4         7         
Vardas25882    Pavarde25882   6         5         3         8         10        7         
Vardas25883    Pavarde25883   4         6         10        10        6         10        
Vardas25884    Pavarde25884   2         8         1         5         8         10        
Vardas25885    Pavarde25885   9         2         2         8         4         5         
Vardas25886    Pavarde25886   2         7         7         3         7         5         
Vardas25887    Pavarde25887   7         4         1         2         7         2         
Vardas25888    Pavarde25888   2         10        7         4         3         6         
Vardas25889    Pavarde25889   1         7         2         7         6         1         
Vardas25890    Pavarde25890   1         4         3         6         10        9         
Vardas25891    Pavarde25891   7         3         8         3         3         2         
Vardas25892    Pavarde25892   3         7         10        7         8         9         
Vardas25893    Pavarde25893   9         1         2         1         1         3         
Vardas25894    Pavarde25894   3         5         6         9         7         6         
Vardas25895    Pavarde25895   6         6         4         5         6         9         
Vardas25896    Pavarde25896   5         1         10        4         9         9         
Vardas25897    Pavarde25897   7         7         6         10        4         8         
Vardas25898    Pavarde25898   4         2         4         2         5         5         
Vardas25899    Pavarde25899   3         5         6         10        4         1         
Vardas25900    Pavarde25900   9         10        5         1         3         2         
Vardas25901    Pavarde25901   2         8         8         5         6         9         
Vardas25902    Pavarde25902   9         10        6         4         4         1         
Vardas25903    Pavarde25903   1         5         5         2         6         5         
Vardas25904    Pavarde25904   8         3         4         1         6         7         
Vardas25905    Pavarde25905   8         8         8         4         7         8         
Vardas25906    Pavarde25906   5         10        9         4         3         10        
Vardas25907    Pavarde25907   4         6         2         8         5         6         
Vardas25908    Pavarde25908   4         4         8         7         9         1         
Vardas25909    Pavarde25909   6         10        7         8         4         7         
Vardas25910    Pavarde25910   8         3         5         2         5         4         
Vardas25911    Pavarde25911   10        1         1         8         8         9         
Vardas25912    Pavarde25912   5         1         6         4         10        4         
Vardas25913    Pavarde25913   6         3         8         6         5         3         
Vardas25914    Pavarde25914   3         7         10        8         4         1         
Vardas25915    Pavarde25915   1         1         1         7         7         4         
Vardas25916    Pavarde25916   6         3         10        7         5         9         
Vardas25917    Pavarde25917   8         2         8         4         10        4         
Vardas25918    Pavarde25918   3         7         6         10        3         9         
Vardas25919    Pavarde25919   6         3         1         9         8         6         
Vardas25920    Pavarde25920   8         3         10        8         10        6         
Vardas25921    Pavarde25921   6         9         4         8         3         10        
Vardas25922    Pavarde25922   9         3         2         8         2         5         
Vardas25923    Pavarde25923   6         9         1         4         5         8         
Vardas25924    Pavarde25924   4         4         8         7         6         8         
Vardas25925    Pavarde25925   9         1         3         4         7         2         
Vardas25926    Pavarde25926   10        9         1         10        2         8         
Vardas25927    Pavarde25927   8         9         8         10        7         5         
Vardas25928    Pavarde25928   9         9         5         9         5         5         
Vardas25929    Pavarde25929   8         10        8         7         4         6         
Vardas25930    Pavarde25930   1         3         3         7         8         8         
Vardas25931    Pavarde25931   2         2         7         3         7         5         
Vardas25932    Pavarde25932   1         9         3         9         6         3         
Vardas25933    Pavarde25933   5         10        9         6         5         8         
Vardas25934    Pavarde25934   6         3         2         1         10        2         
Vardas25935    Pavarde25935   4         9         9         3         7         7         
Vardas25936    Pavarde25936   7         3         10        4         3         6         
Vardas25937    Pavarde25937   6         6         3         9         4         3         
Vardas25938    Pavarde25938   2         2         3         2         5         6         
Vardas25939    Pavarde25939   6         10        9         7         2         6         
Vardas25940    Pavarde25940   6         6         6         1         8         6         
Vardas25941    Pavarde25941   3         2         9         9         7         4         
Vardas25942    Pavarde25942   7         7         8         7         1         5         
Vardas25943    Pavarde25943   2         4         3         6         7         4         
Vardas25944    Pavarde25944   10        7         8         2         3         7         
Vardas25945    Pavarde25945   5         8         3         7         7         3         
Vardas25946    Pavarde25946   5         10        10        7         1         4         
Vardas25947    Pavarde25947   3         1         8         7         2         7         
Vardas25948    Pavarde25948   1         7         8         6         10        5         
Vardas25949    Pavarde25949   1         6         5         4         2         8         
Vardas25950    Pavarde25950   3         4         1         5         3         7         
Vardas25951    Pavarde25951   7         8         6         5         4         6         
Vardas25952    Pavarde25952   7         5         10        4         6         10        
Vardas25953    Pavarde25953   5         4         7         9         2         5         
Vardas25954    Pavarde25954   7         10        7         4         7         4         
Vardas25955    Pavarde25955   4         7         4         1         3         7         
Vardas25956    Pavarde25956   8         7         9         4         2         7         
Vardas25957    Pavarde25957   4         8         9         2         10        8         
Vardas25958    Pavarde25958   8         9         10        9         5         7         
Vardas25959    Pavarde25959   1         1         8         10        2         4         
Vardas25960    Pavarde25960   2         8         3         9         5         10        
Vardas25961    Pavarde25961   3         1         2         4         4         1         
Vardas25962    Pavarde25962   6         3         9         3         7         1         
Vardas25963    Pavarde25963   1         7         10        9         6         7         
Vardas25964    Pavarde25964   4         7         10        3         9         8         
Vardas25965    Pavarde25965   9         5         3         8         5         2         
Vardas25966    Pavarde25966   4         2         4         9         4         7         
Vardas25967    Pavarde25967   10        3         6         1         9         2         
Vardas25968    Pavarde25968   9         4         4         7         6         9         
Vardas25969    Pavarde25969   4         1         7         3         1         8         
Vardas25970    Pavarde25970   4         4         4         10        2         4         
Vardas25971    Pavarde25971   3         5         9         8         5         7         
Vardas25972    Pavarde25972   9         9         10        7         10        3         
Vardas25973    Pavarde25973   1         5         7         5         8         2         
Vardas25974    Pavarde25974   4         6         6         9         10        1         
Vardas25975    Pavarde25975   1         7         6         10        9         8         
Vardas25976    Pavarde25976   10        5         7         10        10        1         
Vardas25977    Pavarde25977   7         3         10        4         4         6         
Vardas25978    Pavarde25978   1         3         4         10        1         7         
Vardas25979    Pavarde25979   10        10        8         4         5         2         
Vardas25980    Pavarde25980   2         3         5         4         8         9         
Vardas25981    Pavarde25981   9         7         8         9         10        7         
Vardas25982    Pavarde25982   2         8         5         1         1         5         
Vardas25983    Pavarde25983   6         9         8         2         7         9         
Vardas25984    Pavarde25984   9         6         2         9         4         9         
Vardas25985    Pavarde25985   4         8         3         1         7         2         
Vardas25986    Pavarde25986   3         3         7         9         8         5         
Vardas25987    Pavarde25987   8         4         8         2         1         4         
Vardas25988    Pavarde25988   6         7         10        10        8         7         
Vardas25989    Pavarde25989   8         1         8         9         6         1         
Vardas25990    Pavarde25990   6         5         7         2         10        9         
Vardas25991    Pavarde25991   10        10        9         8         8         10        
Vardas25992    Pavarde25992   4         4         5         10        5         5         
Vardas25993    Pavarde25993   9         2         3         9         6         8         
Vardas25994    Pavarde25994   5         7         9         6         5         2         
Vardas25995    Pavarde25995   6         4         7         3         9         5         
Vardas25996    Pavarde25996   9         6         1         4         2         10        
Vardas25997    Pavarde25997   1         5         9         1         10        1         
Vardas25998    Pavarde25998   7         2         9         1         7         6         
Vardas25999    Pavarde25999   7         5         5         5         10        1         
Vardas26000    Pavarde26000   2         8         6         2         8         9         
Vardas26001    Pavarde26001   1         5         6         9         2         5         
Vardas26002    Pavarde26002   1         3         8         6         1         4         
Vardas26003    Pavarde26003   8         6         1         6         6         9         
Vardas26004    Pavarde26004   10        1         6         10        5         8         
Vardas26005    Pavarde26005   10        5         5         6         9         5         
Vardas26006    Pavarde26006   1         4         5         3         10        7         
Vardas26007    Pavarde26007   2         3         10        6         7         7         
Vardas26008    Pavarde26008   5         10        7         4         8         2         
Vardas26009    Pavarde26009   10        3         9         2         1         9         
Vardas26010    Pavarde26010   2         2         8         7         10        2         
Vardas26011    Pavarde26011   2         10        5         1         8         10        
Vardas26012    Pavarde26012   2         7         4         1         4         2         
Vardas26013    Pavarde26013   5         1         6         3         10        7         
Vardas26014    Pavarde26014   3         4         2         5         6         5         
Vardas26015    Pavarde26015   7         9         5         1         7         7         
Vardas26016    Pavarde26016   4         10        4         5         5         7         
Vardas26017    Pavarde26017   2         1         1         5         4         8         
Vardas26018    Pavarde26018   6         10        5         7         8         9         
Vardas26019    Pavarde26019   1         7         4         7         10        2         
Vardas26020    Pavarde26020   10        4         1         6         10        9         
Vardas26021    Pavarde26021   5         3         5         4         10        4         
Vardas26022    Pavarde26022   6         8         9         6         3         3         
Vardas26023    Pavarde26023   8         9         10        9         6         4         
Vardas26024    Pavarde26024   8         8         4         7         8         9         
Vardas26025    Pavarde26025   9         5         2         4         7         8         
Vardas26026    Pavarde26026   10        9         2         10        8         8         
Vardas26027    Pavarde26027   6         4         2         8         2         6         
Vardas26028    Pavarde26028   7         6         2         6         4         1         
Vardas26029    Pavarde26029   5         4         5         7         9         9         
Vardas26030    Pavarde26030   4         8         5         5         2         9         
Vardas26031    Pavarde26031   6         2         1         2         2         4         
Vardas26032    Pavarde26032   8         2         8         9         6         4         
Vardas26033    Pavarde26033   9         3         4         3         10        10        
Vardas26034    Pavarde26034   3         8         4         3         6         6         
Vardas26035    Pavarde26035   10        5         8         7         9         3         
Vardas26036    Pavarde26036   5         2         2         2         10        7         
Vardas26037    Pavarde26037   4         6         10        7         4         8         
Vardas26038    Pavarde26038   9         6         9         7         7         1         
Vardas26039    Pavarde26039   6         10        7         6         8         10        
Vardas26040    Pavarde26040   7         6         7         8         1         5         
Vardas26041    Pavarde26041   7         1         10        6         7         6         
Vardas26042    Pavarde26042   3         3         7         8         5         10        
Vardas26043    Pavarde26043   8         1         4         6         2         10        
Vardas26044    Pavarde26044   5         9         8         7         3         1         
Vardas26045    Pavarde26045   8         8         3         3         10        7         
Vardas26046    Pavarde26046   5         10        1         2         4         3         
Vardas26047    Pavarde26047   8         4         10        10        3         4         
Vardas26048    Pavarde26048   5         8         9         1         9         7         
Vardas26049    Pavarde26049   8         7         8         1         1         1         
Vardas26050    Pavarde26050   6         9         10        8         3         7         
Vardas26051    Pavarde26051   4         6         1         5         7         5         
Vardas26052    Pavarde26052   3         8         1         4         2         9         
Vardas26053    Pavarde26053   5         1         6         9         5         10        
Vardas26054    Pavarde26054   7         6         10        2         10        2         
Vardas26055    Pavarde26055   2         5         4         3         5         6         
Vardas26056    Pavarde26056   5         7         3         8         4         10        
Vardas26057    Pavarde26057   9         6         4         9         10        6         
Vardas26058    Pavarde26058   5         8         7         9         2         5         
Vardas26059    Pavarde26059   5         9         1         5         5         4         
Vardas26060    Pavarde26060   10        5         10        9         6         10        
Vardas26061    Pavarde26061   4         5         5         4         10        2         
Vardas26062    Pavarde26062   1         4         2         1         9         1         
Vardas26063    Pavarde26063   8         3         8         1         6         4         
Vardas26064    Pavarde26064   3         7         2         10        7         3         
Vardas26065    Pavarde26065   3         2         6         7         9         7         
Vardas26066    Pavarde26066   2         9         1         3         5         2         
Vardas26067    Pavarde26067   9         6         7         1         8         4         
Vardas26068    Pavarde26068   5         6         9         3         7         3         
Vardas26069    Pavarde26069   5         8         5         7         1         7         
Vardas26070    Pavarde26070   4         10        6         1         2         4         
Vardas26071    Pavarde26071   6         10        2         6         2         6         
Vardas26072    Pavarde26072   7         1         9         8         4         7         
Vardas26073    Pavarde26073   9         3         10        7         5         6         
Vardas26074    Pavarde26074   5         8         10        3         7         5         
Vardas26075    Pavarde26075   3         2         1         8         6         4         
Vardas26076    Pavarde26076   2         9         2         8         9         3         
Vardas26077    Pavarde26077   8         1         6         7         5         4         
Vardas26078    Pavarde26078   4         2         5         7         3         3         
Vardas26079    Pavarde26079   2         3         10        2         10        9         
Vardas26080    Pavarde26080   6         9         5         1         9         3         
Vardas26081    Pavarde26081   9         6         8         4         6         5         
Vardas26082    Pavarde26082   6         10        5         3         10        7         
Vardas26083    Pavarde26083   2         10        1         3         6         10        
Vardas26084    Pavarde26084   10        3         7         2         5         10        
Vardas26085    Pavarde26085   8         7         7         9         10        6         
Vardas26086    Pavarde26086   5         8         2         6         8         1         
Vardas26087    Pavarde26087   7         4         5         3         8         10        
Vardas26088    Pavarde26088   9         4         3         3         4         8         
Vardas26089    Pavarde26089   3         6         4         4         10        6         
Vardas26090    Pavarde26090   9         10        9         2         7         10        
Vardas26091    Pavarde26091   8         10        9         6         8         1         
Vardas26092    Pavarde26092   6         6         1         7         4         4         
Vardas26093    Pavarde26093   3         7         3         5         4         2         
Vardas26094    Pavarde26094   3         7         3         7         10        7         
Vardas26095    Pavarde26095   2         5         4         10        4         4         
Vardas26096    Pavarde26096   3         8         3         1         8         6         
Vardas26097    Pavarde26097   8         7         4         10        5         1         
Vardas26098    Pavarde26098   5         8         10        9         7         7         
Vardas26099    Pavarde26099   1         1         4         7         10        3         
Vardas26100    Pavarde26100   5         9         5         10        6         10        
Vardas26101    Pavarde26101   2         9         4         9         6         6         
Vardas26102    Pavarde26102   10        4         8         4         1         2         
Vardas26103    Pavarde26103   3         6         9         9         5         8         
Vardas26104    Pavarde26104   1         1         2         4         2         5         
Vardas26105    Pavarde26105   1         6         4         5         10        10        
Vardas26106    Pavarde26106   2         10        5         5         8         4         
Vardas26107    Pavarde26107   10        6         9         6         7         4         
Vardas26108    Pavarde26108   2         9         1         1         4         10        
Vardas26109    Pavarde26109   3         3         7         4         5         7         
Vardas26110    Pavarde26110   1         5         10        2         7         6         
Vardas26111    Pavarde26111   4         4         10        3         10        5         
Vardas26112    Pavarde26112   2         10        4         7         9         7         
Vardas26113    Pavarde26113   10        8         2         3         4         4         
Vardas26114    Pavarde26114   1         8         7         10        6         2         
Vardas26115    Pavarde26115   7         5         4         7         10        3         
Vardas26116    Pavarde26116   5         6         4         5         6         5         
Vardas26117    Pavarde26117   10        5         10        4         8         6         
Vardas26118    Pavarde26118   3         3         7         1         4         2         
Vardas26119    Pavarde26119   8         6         5         1         1         2         
Vardas26120    Pavarde26120   10        5         8         10        6         7         
Vardas26121    Pavarde26121   9         9         5         7         8         10        
Vardas26122    Pavarde26122   3         7         1         8         8         4         
Vardas26123    Pavarde26123   8         4         2         5         3         10        
Vardas26124    Pavarde26124   4         10        3         7         9         10        
Vardas26125    Pavarde26125   10        7         5         7         1         8         
Vardas26126    Pavarde26126   5         4         9         10        6         5         
Vardas26127    Pavarde26127   6         9         3         7         9         3         
Vardas26128    Pavarde26128   3         6         7         6         3         7         
Vardas26129    Pavarde26129   9         10        9         9         6         9         
Vardas26130    Pavarde26130   6         10        2         9         4         9         
Vardas26131    Pavarde26131   7         10        2         1         8         4         
Vardas26132    Pavarde26132   5         7         5         10        5         6         
Vardas26133    Pavarde26133   4         10        6         4         1         4         
Vardas26134    Pavarde26134   3         5         3         6         7         4         
Vardas26135    Pavarde26135   8         8         10        7         5         5         
Vardas26136    Pavarde26136   5         3         2         2         10        2         
Vardas26137    Pavarde26137   4         10        7         6         1         2         
Vardas26138    Pavarde26138   1         3         3         8         3         8         
Vardas26139    Pavarde26139   10        2         9         8         6         2         
Vardas26140    Pavarde26140   8         8         5         7         5         10        
Vardas26141    Pavarde26141   8         7         8         6         5         8         
Vardas26142    Pavarde26142   1         9         9         7         3         9         
Vardas26143    Pavarde26143   2         2         9         9         4         10        
Vardas26144    Pavarde26144   4         7         10        8         4         6         
Vardas26145    Pavarde26145   4         6         7         10        9         1         
Vardas26146    Pavarde26146   5         2         2         4         3         1         
Vardas26147    Pavarde26147   10        7         5         7         5         9         
Vardas26148    Pavarde26148   6         6         6         1         1         5         
Vardas26149    Pavarde26149   7         8         3         8         3         1         
Vardas26150    Pavarde26150   4         4         5         5         4         2         
Vardas26151    Pavarde26151   2         5         4         5         1         2         
Vardas26152    Pavarde26152   6         9         9         6         3         10        
Vardas26153    Pavarde26153   8         9         4         7         10        6         
Vardas26154    Pavarde26154   7         10        9         4         9         6         
Vardas26155    Pavarde26155   6         9         8         4         5         3         
Vardas26156    Pavarde26156   3         1         3         3         2         3         
Vardas26157    Pavarde26157   6         7         8         2         2         10        
Vardas26158    Pavarde26158   4         9         7         5         2         9         
Vardas26159    Pavarde26159   9         2         4         1         10        3         
Vardas26160    Pavarde26160   6         9         8         7         4         8         
Vardas26161    Pavarde26161   2         3         8         6         4         4         
Vardas26162    Pavarde26162   2         7         7         2         5         7         
Vardas26163    Pavarde26163   8         9         1         2         3         8         
Vardas26164    Pavarde26164   9         4         4         2         10        4         
Vardas26165    Pavarde26165   4         2         4         3         4         8         
Vardas26166    Pavarde26166   4         8         4         4         3         5         
Vardas26167    Pavarde26167   9         9         6         5         7         10        
Vardas26168    Pavarde26168   8         6         2         9         4         5         
Vardas26169    Pavarde26169   2         1         3         4         7         2         
Vardas26170    Pavarde26170   5         3         4         9         5         4         
Vardas26171    Pavarde26171   2         6         9         5         5         5         
Vardas26172    Pavarde26172   8         10        2         7         2         8         
Vardas26173    Pavarde26173   7         2         10        5         3         10        
Vardas26174    Pavarde26174   2         2         8         9         8         9         
Vardas26175    Pavarde26175   8         9         10        5         8         4         
Vardas26176    Pavarde26176   6         1         6         10        3         3         
Vardas26177    Pavarde26177   6         5         4         6         2         9         
Vardas26178    Pavarde26178   4         9         1         7         8         4         
Vardas26179    Pavarde26179   7         3         7         2         10        9         
Vardas26180    Pavarde26180   4         9         2         2         7         10        
Vardas26181    Pavarde26181   8         9         1         3         5         2         
Vardas26182    Pavarde26182   3         6         8         7         7         6         
Vardas26183    Pavarde26183   4         8         2         8         6         7         
Vardas26184    Pavarde26184   6         10        9         10        7         8         
Vardas26185    Pavarde26185   5         2         3         7         9         8         
Vardas26186    Pavarde26186   10        2         10        3         6         7         
Vardas26187    Pavarde26187   2         10        9         9         1         10        
Vardas26188    Pavarde26188   6         5         2         6         9         7         
Vardas26189    Pavarde26189   9         7         8         8         4         2         
Vardas26190    Pavarde26190   4         9         5         1         4         2         
Vardas26191    Pavarde26191   4         6         9         8         10        2         
Vardas26192    Pavarde26192   8         4         3         10        10        7         
Vardas26193    Pavarde26193   7         9         7         5         10        3         
Vardas26194    Pavarde26194   6         7         3         1         9         8         
Vardas26195    Pavarde26195   10        3         6         10        9         3         
Vardas26196    Pavarde26196   9         8         7         7         9         2         
Vardas26197    Pavarde26197   5         5         9         1         8         7         
Vardas26198    Pavarde26198   7         4         6         1         9         9         
Vardas26199    Pavarde26199   5         6         10        5         10        10        
Vardas26200    Pavarde26200   3         1         2         5         3         9         
Vardas26201    Pavarde26201   9         8         6         3         10        8         
Vardas26202    Pavarde26202   8         1         5         4         2         9         
Vardas26203    Pavarde26203   5         5         9         4         4         7         
Vardas26204    Pavarde26204   9         9         1         8         9         10        
Vardas26205    Pavarde26205   2         8         1         6         3         5         
Vardas26206    Pavarde26206   1         7         7         9         10        6         
Vardas26207    Pavarde26207   8         4         2         2         3         9         
Vardas26208    Pavarde26208   7         6         7         10        10        10        
Vardas26209    Pavarde26209   5         6         1         5         8         10        
Vardas26210    Pavarde26210   4         10        3         4         1         9         
Vardas26211    Pavarde26211   10        4         7         5         6         1         
Vardas26212    Pavarde26212   9         5         1         6         4         10        
Vardas26213    Pavarde26213   10        2         2         4         9         6         
Vardas26214    Pavarde26214   9         7         3         1         2         6         
Vardas26215    Pavarde26215   8         8         5         4         2         7         
Vardas26216    Pavarde26216   6         8         1         8         4         5         
Vardas26217    Pavarde26217   6         3         3         5         4         6         
Vardas26218    Pavarde26218   9         3         10        9         8         5         
Vardas26219    Pavarde26219   8         8         7         5         1         1         
Vardas26220    Pavarde26220   10        9         6         9         5         6         
Vardas26221    Pavarde26221   5         6         10        8         9         9         
Vardas26222    Pavarde26222   8         8         6         6         4         1         
Vardas26223    Pavarde26223   5         3         2         7         7         1         
Vardas26224    Pavarde26224   3         1         10        2         6         2         
Vardas26225    Pavarde26225   5         5         8         8         1         4         
Vardas26226    Pavarde26226   5         6         6         4         7         4         
Vardas26227    Pavarde26227   9         1         10        6         10        5         
Vardas26228    Pavarde26228   9         2         7         5         5         6         
Vardas26229    Pavarde26229   5         1         7         5         5         10        
Vardas26230    Pavarde26230   3         8         10        10        10        8         
Vardas26231    Pavarde26231   2         9         3         5         1         7         
Vardas26232    Pavarde26232   2         5         5         7         8         10        
Vardas26233    Pavarde26233   7         8         6         5         8         2         
Vardas26234    Pavarde26234   3         2         8         5         7         8         
Vardas26235    Pavarde26235   9         10        10        8         5         3         
Vardas26236    Pavarde26236   4         8         9         1         7         4         
Vardas26237    Pavarde26237   7         5         3         10        8         6         
Vardas26238    Pavarde26238   8         5         10        9         4         3         
Vardas26239    Pavarde26239   1         3         4         9         4         10        
Vardas26240    Pavarde26240   1         6         6         9         6         4         
Vardas26241    Pavarde26241   2         6         10        3         1         10        
Vardas26242    Pavarde26242   5         3         1         4         4         8         
Vardas26243    Pavarde26243   1         3         2         7         9         6         
Vardas26244    Pavarde26244   3         6         9         6         7         7         
Vardas26245    Pavarde26245   4         5         2         4         8         5         
Vardas26246    Pavarde26246   4         4         8         1         2         2         
Vardas26247    Pavarde26247   1         1         5         9         10        4         
Vardas26248    Pavarde26248   8         1         4         10        3         10        
Vardas26249    Pavarde26249   8         6         8         4         2         8         
Vardas26250    Pavarde26250   8         7         4         8         9         7         
Vardas26251    Pavarde26251   7         3         8         2         7         3         
Vardas26252    Pavarde26252   2         9         1         4         7         1         
Vardas26253    Pavarde26253   4         7         5         3         7         1         
Vardas26254    Pavarde26254   5         5         10        3         6         5         
Vardas26255    Pavarde26255   5         3         4         5         2         6         
Vardas26256    Pavarde26256   4         7         1         8         5         3         
Vardas26257    Pavarde26257   5         5         10        1         9         6         
Vardas26258    Pavarde26258   2         9         2         2         5         4         
Vardas26259    Pavarde26259   6         5         7         6         4         1         
Vardas26260    Pavarde26260   9         9         3         1         10        5         
Vardas26261    Pavarde26261   2         3         10        6         6         8         
Vardas26262    Pavarde26262   7         3         3         7         9         3         
Vardas26263    Pavarde26263   5         9         10        3         4         9         
Vardas26264    Pavarde26264   4         1         10        5         10        5         
Vardas26265    Pavarde26265   7         2         9         8         2         7         
Vardas26266    Pavarde26266   8         5         8         3         2         10        
Vardas26267    Pavarde26267   6         6         3         1         4         8         
Vardas26268    Pavarde26268   4         5         1         4         7         1         
Vardas26269    Pavarde26269   6         8         3         10        6         1         
Vardas26270    Pavarde26270   10        5         10        8         3         1         
Vardas26271    Pavarde26271   7         3         8         8         3         7         
Vardas26272    Pavarde26272   9         9         10        7         4         8         
Vardas26273    Pavarde26273   2         6         6         4         9         7         
Vardas26274    Pavarde26274   8         4         2         3         7         4         
Vardas26275    Pavarde26275   4         2         3         8         3         9         
Vardas26276    Pavarde26276   7         3         7         2         9         3         
Vardas26277    Pavarde26277   10        1         1         7         8         8         
Vardas26278    Pavarde26278   2         5         7         10        10        8         
Vardas26279    Pavarde26279   9         9         5         2         9         3         
Vardas26280    Pavarde26280   10        6         7         4         10        2         
Vardas26281    Pavarde26281   10        9         10        8         9         4         
Vardas26282    Pavarde26282   7         5         2         6         2         8         
Vardas26283    Pavarde26283   2         1         7         4         6         5         
Vardas26284    Pavarde26284   3         7         8         6         7         4         
Vardas26285    Pavarde26285   7         1         5         7         4         10        
Vardas26286    Pavarde26286   7         6         5         9         1         4         
Vardas26287    Pavarde26287   4         5         8         8         2         8         
Vardas26288    Pavarde26288   1         5         10        7         6         10        
Vardas26289    Pavarde26289   7         3         2         5         1         5         
Vardas26290    Pavarde26290   5         2         7         4         9         10        
Vardas26291    Pavarde26291   4         9         10        3         2         3         
Vardas26292    Pavarde26292   2         5         8         2         4         8         
Vardas26293    Pavarde26293   10        9         8         4         9         8         
Vardas26294    Pavarde26294   10        3         4         7         3         7         
Vardas26295    Pavarde26295   5         6         7         9         4         7         
Vardas26296    Pavarde26296   10        4         10        2         7         3         
Vardas26297    Pavarde26297   5         10        7         7         4         1         
Vardas26298    Pavarde26298   7         6         2         2         7         7         
Vardas26299    Pavarde26299   8         8         2         1         6         1         
Vardas26300    Pavarde26300   6         1         1         4         2         9         
Vardas26301    Pavarde26301   3         9         8         2         9         3         
Vardas26302    Pavarde26302   2         1         10        2         6         2         
Vardas26303    Pavarde26303   5         10        2         6         3         7         
Vardas26304    Pavarde26304   6         7         9         7         7         2         
Vardas26305    Pavarde26305   1         3         7         8         5         10        
Vardas26306    Pavarde26306   6         9         5         6         5         5         
Vardas26307    Pavarde26307   8         1         4         4         2         7         
Vardas26308    Pavarde26308   8         1         7         10        1         5         
Vardas26309    Pavarde26309   8         2         3         8         6         4         
Vardas26310    Pavarde26310   6         4         3         1         4         1         
Vardas26311    Pavarde26311   7         8         3         9         3         10        
Vardas26312    Pavarde26312   1         4         1         8         6         3         
Vardas26313    Pavarde26313   10        2         6         9         3         1         
Vardas26314    Pavarde26314   3         7         2         2         10        9         
Vardas26315    Pavarde26315   6         9         3         1         10        4         
Vardas26316    Pavarde26316   2         2         3         6         10        5         
Vardas26317    Pavarde26317   4         7         10        2         4         8         
Vardas26318    Pavarde26318   8         8         9         6         8         10        
Vardas26319    Pavarde26319   2         5         6         2         5         4         
Vardas26320    Pavarde26320   6         1         3         10        3         2         
Vardas26321    Pavarde26321   8         1         7         2         10        7         
Vardas26322    Pavarde26322   6         7         4         6         10        5         
Vardas26323    Pavarde26323   1         4         5         2         4         10        
Vardas26324    Pavarde26324   3         8         6         5         9         6         
Vardas26325    Pavarde26325   10        6         9         9         2         3         
Vardas26326    Pavarde26326   5         6         10        7         3         6         
Vardas26327    Pavarde26327   4         4         7         6         7         7         
Vardas26328    Pavarde26328   4         1         8         2         7         5         
Vardas26329    Pavarde26329   6         4         8         1         9         10        
Vardas26330    Pavarde26330   4         5         6         7         4         6         
Vardas26331    Pavarde26331   5         10        8         6         3         4         
Vardas26332    Pavarde26332   5         5         7         5         6         2         
Vardas26333    Pavarde26333   10        8         2         2         9         4         
