Vardas         Pavarde        ND1       ND2       ND3       ND4       ND5       Egzaminas 
Vardas1805     Pavarde1805    8         3         2         10        5         2         
Vardas1806     Pavarde1806    2         5         2         1         3         10        
Vardas1807     Pavarde1807    3         3         8         1         8         7         
Vardas1808     Pavarde1808    3         6         8         8         9         7         
Vardas1809     Pavarde1809    1         3         2         9         2         9         
Vardas1810     Pavarde1810    6         9         4         9         1         10        
Vardas1811     Pavarde1811    9         10        8         5         7         2         
Vardas1812     Pavarde1812    6         10        1         7         5         5         
Vardas1813     Pavarde1813    5         7         10        10        3         6         
Vardas1814     Pavarde1814    5         8         4         10        7         8         
Vardas1815     Pavarde1815    6         1         9         7         9         9         
Vardas1816     Pavarde1816    3         9         10        5         4         9         
Vardas1817     Pavarde1817    6         9         1         3         9         1         
Vardas1818     Pavarde1818    8         2         5         10        8         4         
Vardas1819     Pavarde1819    4         2         8         6         8         8         
Vardas1820     Pavarde1820    2         8         9         3         10        3         
Vardas1821     Pavarde1821    4         2         4         2         9         3         
Vardas1822     Pavarde1822    5         10        4         5         1         9         
Vardas1823     Pavarde1823    1         6         6         7         8         7         
Vardas1824     Pavarde1824    7         9         6         8         8         10        
Vardas1825     Pavarde1825    3         1         6         2         9         8         
Vardas1826     Pavarde1826    10        2         2         8         4         9         
Vardas1827     Pavarde1827    2         9         5         6         9         5         
Vardas1828     Pavarde1828    6         1         5         10        7         3         
Vardas1829     Pavarde1829    1         5         1         5         1         8         
Vardas1830     Pavarde1830    7         9         8         9         8         4         
Vardas1831     Pavarde1831    6         5         4         7         3         9         
Vardas1832     Pavarde1832    2         2         9         1         6         5         
Vardas1833     Pavarde1833    2         3         3         10        1         6         
Vardas1834     Pavarde1834    3         8         5         2         6         2         
Vardas1835     Pavarde1835    9         6         8         3         8         8         
Vardas1836     Pavarde1836    3         7         7         5         5         10        
Vardas1837     Pavarde1837    2         9         5         6         6         9         
Vardas1838     Pavarde1838    1         4         5         3         6         8         
Vardas1839     Pavarde1839    4         2         5         3         8         2         
Vardas1840     Pavarde1840    5         9         7         1         8         6         
Vardas1841     Pavarde1841    6         7         6         2         9         6         
Vardas1842     Pavarde1842    2         2         5         6         6         4         
Vardas1843     Pavarde1843    8         5         4         8         4         3         
Vardas1844     Pavarde1844    4         5         3         6         3         1         
Vardas1845     Pavarde1845    2         9         2         6         3         6         
Vardas1846     Pavarde1846    8         7         10        6         5         2         
Vardas1847     Pavarde1847    4         7         10        1         8         5         
Vardas1848     Pavarde1848    4         6         6         5         9         10        
Vardas1849     Pavarde1849    2         4         3         8         1         8         
Vardas1850     Pavarde1850    8         10        8         9         4         6         
Vardas1851     Pavarde1851    5         9         4         5         1         8         
Vardas1852     Pavarde1852    5         6         2         4         9         7         
Vardas1853     Pavarde1853    8         10        5         7         10        7         
Vardas1854     Pavarde1854    8         2         8         5         9         8         
Vardas1855     Pavarde1855    3         3         1         2         6         10        
Vardas1856     Pavarde1856    5         1         7         2         9         7         
Vardas1857     Pavarde1857    8         5         8         2         2         6         
Vardas1858     Pavarde1858    6         2         2         9         2         8         
Vardas1859     Pavarde1859    2         4         2         4         2         9         
Vardas1860     Pavarde1860    7         10        9         2         5         2         
Vardas1861     Pavarde1861    1         6         4         7         5         10        
Vardas1862     Pavarde1862    9         2         3         4         5         2         
Vardas1863     Pavarde1863    9         5         3         9         8         2         
Vardas1864     Pavarde1864    9         1         4         8         1         7         
Vardas1865     Pavarde1865    4         10        4         5         2         3         
Vardas1866     Pavarde1866    8         2         1         4         5         3         
Vardas1867     Pavarde1867    9         8         5         2         9         7         
Vardas1868     Pavarde1868    9         3         10        1         10        7         
Vardas1869     Pavarde1869    7         2         7         4         5         7         
Vardas1870     Pavarde1870    7         1         6         9         2         7         
Vardas1871     Pavarde1871    5         2         8         7         4         1         
Vardas1872     Pavarde1872    7         10        1         3         1         10        
Vardas1873     Pavarde1873    9         6         1         6         5         3         
Vardas1874     Pavarde1874    7         3         5         9         3         1         
Vardas1875     Pavarde1875    6         4         5         2         6         10        
Vardas1876     Pavarde1876    3         8         6         7         8         3         
Vardas1877     Pavarde1877    6         9         8         6         4         3         
Vardas1878     Pavarde1878    5         6         1         4         1         9         
Vardas1879     Pavarde1879    5         5         4         2         5         7         
Vardas1880     Pavarde1880    7         2         6         9         9         7         
Vardas1881     Pavarde1881    4         7         9         8         2         1         
Vardas1882     Pavarde1882    10        2         2         9         6         6         
Vardas1883     Pavarde1883    5         4         6         4         8         8         
Vardas1884     Pavarde1884    1         7         7         9         4         8         
Vardas1885     Pavarde1885    10        7         5         7         6         7         
Vardas1886     Pavarde1886    1         1         1         6         2         1         
Vardas1887     Pavarde1887    8         9         7         4         7         6         
Vardas1888     Pavarde1888    3         6         2         2         5         4         
Vardas1889     Pavarde1889    7         9         4         10        9         2         
Vardas1890     Pavarde1890    6         2         5         8         1         2         
Vardas1891     Pavarde1891    3         8         10        4         4         5         
Vardas1892     Pavarde1892    6         5         4         6         4         5         
Vardas1893     Pavarde1893    2         4         9         10        8         5         
Vardas1894     Pavarde1894    5         1         2         9         6         2         
Vardas1895     Pavarde1895    4         4         3         8         3         2         
Vardas1896     Pavarde1896    9         1         4         4         8         3         
Vardas1897     Pavarde1897    9         8         5         10        7         6         
Vardas1898     Pavarde1898    3         1         9         10        5         1         
Vardas1899     Pavarde1899    1         4         4         3         5         2         
Vardas1900     Pavarde1900    6         6         6         2         5         3         
Vardas1901     Pavarde1901    1         2         2         4         8         9         
Vardas1902     Pavarde1902    3         7         5         3         2         6         
Vardas1903     Pavarde1903    6         5         5         5         2         2         
Vardas1904     Pavarde1904    8         8         1         8         6         6         
Vardas1905     Pavarde1905    4         10        10        5         3         6         
Vardas1906     Pavarde1906    9         1         10        2         1         2         
Vardas1907     Pavarde1907    9         6         8         3         8         8         
Vardas1908     Pavarde1908    4         9         1         3         9         5         
Vardas1909     Pavarde1909    1         9         8         2         3         9         
Vardas1910     Pavarde1910    3         1         9         7         4         7         
Vardas1911     Pavarde1911    9         6         10        6         9         4         
Vardas1912     Pavarde1912    9         10        1         6         9         7         
Vardas1913     Pavarde1913    5         8         8         10        3         6         
Vardas1914     Pavarde1914    7         4         7         7         7         9         
Vardas1915     Pavarde1915    1         1         10        10        9         5         
Vardas1916     Pavarde1916    3         10        3         4         6         2         
Vardas1917     Pavarde1917    8         9         10        6         9         3         
Vardas1918     Pavarde1918    6         5         1         2         7         5         
Vardas1919     Pavarde1919    3         2         8         1         8         7         
Vardas1920     Pavarde1920    5         6         7         6         3         3         
Vardas1921     Pavarde1921    6         5         7         7         3         2         
Vardas1922     Pavarde1922    9         2         6         10        4         1         
Vardas1923     Pavarde1923    1         3         10        2         10        2         
Vardas1924     Pavarde1924    9         3         7         2         6         6         
Vardas1925     Pavarde1925    7         1         4         2         5         5         
Vardas1926     Pavarde1926    3         3         3         4         3         8         
Vardas1927     Pavarde1927    10        7         3         5         9         6         
Vardas1928     Pavarde1928    9         7         6         1         6         10        
Vardas1929     Pavarde1929    4         10        4         8         1         4         
Vardas1930     Pavarde1930    9         8         1         4         5         10        
Vardas1931     Pavarde1931    4         9         3         8         2         10        
Vardas1932     Pavarde1932    6         10        8         9         1         8         
Vardas1933     Pavarde1933    3         8         2         9         3         4         
Vardas1934     Pavarde1934    1         3         1         9         3         2         
Vardas1935     Pavarde1935    2         4         5         9         2         7         
Vardas1936     Pavarde1936    10        2         1         6         6         2         
Vardas1937     Pavarde1937    9         9         3         10        6         5         
Vardas1938     Pavarde1938    7         4         6         7         9         10        
Vardas1939     Pavarde1939    9         10        3         2         4         7         
Vardas1940     Pavarde1940    7         10        3         6         10        5         
Vardas1941     Pavarde1941    9         10        8         5         5         8         
Vardas1942     Pavarde1942    8         9         3         5         4         9         
Vardas1943     Pavarde1943    4         5         9         8         5         1         
Vardas1944     Pavarde1944    10        1         3         6         10        9         
Vardas1945     Pavarde1945    1         8         9         2         6         10        
Vardas1946     Pavarde1946    1         2         4         3         8         5         
Vardas1947     Pavarde1947    6         2         6         6         2         8         
Vardas1948     Pavarde1948    6         6         10        1         3         7         
Vardas1949     Pavarde1949    8         6         2         5         1         9         
Vardas1950     Pavarde1950    7         9         10        2         3         2         
Vardas1951     Pavarde1951    1         8         3         4         1         7         
Vardas1952     Pavarde1952    5         8         10        5         3         4         
Vardas1953     Pavarde1953    7         2         5         8         10        2         
Vardas1954     Pavarde1954    6         8         3         2         1         3         
Vardas1955     Pavarde1955    10        4         7         3         7         1         
Vardas1956     Pavarde1956    5         8         9         10        7         1         
Vardas1957     Pavarde1957    5         3         10        5         5         7         
Vardas1958     Pavarde1958    2         8         4         7         1         2         
Vardas1959     Pavarde1959    3         5         8         10        6         5         
Vardas1960     Pavarde1960    10        5         7         6         9         9         
Vardas1961     Pavarde1961    3         7         7         5         3         9         
Vardas1962     Pavarde1962    7         1         2         6         8         10        
Vardas1963     Pavarde1963    8         7         7         4         2         4         
Vardas1964     Pavarde1964    9         6         5         5         10        3         
Vardas1965     Pavarde1965    1         9         7         6         2         6         
Vardas1966     Pavarde1966    6         8         8         1         2         2         
Vardas1967     Pavarde1967    5         4         8         10        3         7         
Vardas1968     Pavarde1968    4         2         5         10        1         6         
Vardas1969     Pavarde1969    2         5         1         2         3         10        
Vardas1970     Pavarde1970    7         7         10        3         1         2         
Vardas1971     Pavarde1971    3         4         5         3         2         4         
Vardas1972     Pavarde1972    6         6         3         7         4         5         
Vardas1973     Pavarde1973    9         7         6         7         3         8         
Vardas1974     Pavarde1974    9         2         3         3         2         10        
Vardas1975     Pavarde1975    7         7         9         2         6         9         
Vardas1976     Pavarde1976    3         4         7         8         10        3         
Vardas1977     Pavarde1977    8         7         6         8         2         3         
Vardas1978     Pavarde1978    7         8         1         8         8         9         
Vardas1979     Pavarde1979    8         8         1         9         1         3         
Vardas1980     Pavarde1980    10        6         8         3         3         6         
Vardas1981     Pavarde1981    2         4         4         6         9         8         
Vardas1982     Pavarde1982    3         4         6         5         6         2         
Vardas1983     Pavarde1983    3         10        1         5         1         10        
Vardas1984     Pavarde1984    4         8         3         6         3         9         
Vardas1985     Pavarde1985    6         8         6         2         3         2         
Vardas1986     Pavarde1986    8         3         4         1         5         9         
Vardas1987     Pavarde1987    2         9         1         9         5         9         
Vardas1988     Pavarde1988    3         3         3         1         4         8         
Vardas1989     Pavarde1989    8         10        3         6         4         2         
Vardas1990     Pavarde1990    3         6         10        4         3         6         
Vardas1991     Pavarde1991    5         10        2         10        3         5         
Vardas1992     Pavarde1992    7         1         6         3         4         6         
Vardas1993     Pavarde1993    2         4         9         10        2         1         
Vardas1994     Pavarde1994    6         6         6         4         9         8         
Vardas1995     Pavarde1995    5         7         5         7         6         4         
Vardas1996     Pavarde1996    8         10        10        6         6         1         
Vardas1997     Pavarde1997    10        1         8         10        6         1         
Vardas1998     Pavarde1998    2         6         8         8         4         1         
Vardas1999     Pavarde1999    7         9         8         10        6         1         
Vardas2000     Pavarde2000    1         6         9         3         4         7         
Vardas2001     Pavarde2001    9         9         5         8         4         6         
Vardas2002     Pavarde2002    2         4         4         6         4         9         
Vardas2003     Pavarde2003    1         7         5         10        5         8         
Vardas2004     Pavarde2004    1         4         3         4         3         1         
Vardas2005     Pavarde2005    5         1         1         6         9         2         
Vardas2006     Pavarde2006    4         8         7         8         10        4         
Vardas2007     Pavarde2007    8         5         3         1         6         4         
Vardas2008     Pavarde2008    8         4         2         1         8         3         
Vardas2009     Pavarde2009    8         10        5         10        2         3         
Vardas2010     Pavarde2010    8         8         6         6         4         9         
Vardas2011     Pavarde2011    4         7         9         2         6         9         
Vardas2012     Pavarde2012    8         3         8         3         1         4         
Vardas2013     Pavarde2013    9         8         4         10        3         3         
Vardas2014     Pavarde2014    3         10        7         4         10        6         
Vardas2015     Pavarde2015    3         6         6         9         6         1         
Vardas2016     Pavarde2016    1         1         9         1         7         5         
Vardas2017     Pavarde2017    8         7         5         9         2         8         
Vardas2018     Pavarde2018    1         10        4         8         4         4         
Vardas2019     Pavarde2019    3         4         10        8         1         4         
Vardas2020     Pavarde2020    10        1         5         8         9         3         
Vardas2021     Pavarde2021    2         5         6         1         1         10        
Vardas2022     Pavarde2022    10        6         7         1         5         6         
Vardas2023     Pavarde2023    5         9         8         3         4         2         
Vardas2024     Pavarde2024    9         1         9         6         4         4         
Vardas2025     Pavarde2025    5         5         10        10        10        3         
Vardas2026     Pavarde2026    4         7         1         6         2         8         
Vardas2027     Pavarde2027    6         3         3         10        1         5         
Vardas2028     Pavarde2028    7         8         5         8         2         5         
Vardas2029     Pavarde2029    9         8         10        3         1         1         
Vardas2030     Pavarde2030    1         8         4         8         7         3         
Vardas2031     Pavarde2031    3         8         10        6         9         8         
Vardas2032     Pavarde2032    3         5         9         4         10        3         
Vardas2033     Pavarde2033    8         5         10        7         4         5         
Vardas2034     Pavarde2034    2         2         5         6         7         4         
Vardas2035     Pavarde2035    6         3         2         2         3         3         
Vardas2036     Pavarde2036    5         3         9         6         2         1         
Vardas2037     Pavarde2037    1         3         4         5         8         1         
Vardas2038     Pavarde2038    3         1         2         10        6         9         
Vardas2039     Pavarde2039    6         5         7         10        7         9         
Vardas2040     Pavarde2040    8         5         7         6         9         1         
Vardas2041     Pavarde2041    10        5         8         5         2         7         
Vardas2042     Pavarde2042    3         5         6         7         7         10        
Vardas2043     Pavarde2043    10        5         7         7         10        4         
Vardas2044     Pavarde2044    2         3         4         8         7         5         
Vardas2045     Pavarde2045    4         7         5         9         2         3         
Vardas2046     Pavarde2046    6         7         3         4         7         5         
Vardas2047     Pavarde2047    5         10        1         9         5         2         
Vardas2048     Pavarde2048    10        5         7         7         3         7         
Vardas2049     Pavarde2049    6         2         2         6         10        8         
Vardas2050     Pavarde2050    5         5         8         5         10        1         
Vardas2051     Pavarde2051    5         7         6         5         10        4         
Vardas2052     Pavarde2052    7         10        8         1         4         7         
Vardas2053     Pavarde2053    2         1         6         4         7         10        
Vardas2054     Pavarde2054    3         5         7         7         5         7         
Vardas2055     Pavarde2055    5         6         10        5         9         9         
Vardas2056     Pavarde2056    7         1         9         4         4         1         
Vardas2057     Pavarde2057    1         4         4         10        2         2         
Vardas2058     Pavarde2058    3         2         4         2         4         10        
Vardas2059     Pavarde2059    6         6         7         6         5         5         
Vardas2060     Pavarde2060    2         6         6         1         8         7         
Vardas2061     Pavarde2061    4         10        6         1         10        2         
Vardas2062     Pavarde2062    10        9         5         6         4         5         
Vardas2063     Pavarde2063    1         3         2         10        4         8         
Vardas2064     Pavarde2064    5         7         1         6         6         2         
Vardas2065     Pavarde2065    2         2         9         2         8         3         
Vardas2066     Pavarde2066    10        2         1         10        3         6         
Vardas2067     Pavarde2067    8         6         5         5         8         10        
Vardas2068     Pavarde2068    7         8         6         9         10        10        
Vardas2069     Pavarde2069    10        1         9         10        8         10        
Vardas2070     Pavarde2070    8         1         9         1         1         6         
Vardas2071     Pavarde2071    7         2         7         6         5         5         
Vardas2072     Pavarde2072    2         9         7         4         2         5         
Vardas2073     Pavarde2073    2         7         6         3         3         4         
Vardas2074     Pavarde2074    1         2         2         7         8         7         
Vardas2075     Pavarde2075    2         9         9         8         2         9         
Vardas2076     Pavarde2076    8         3         8         1         7         9         
Vardas2077     Pavarde2077    10        9         6         8         1         6         
Vardas2078     Pavarde2078    9         1         10        6         10        9         
Vardas2079     Pavarde2079    6         1         1         10        6         7         
Vardas2080     Pavarde2080    3         6         3         10        5         1         
Vardas2081     Pavarde2081    10        8         7         2         10        6         
Vardas2082     Pavarde2082    3         8         1         5         1         3         
Vardas2083     Pavarde2083    3         4         3         3         2         2         
Vardas2084     Pavarde2084    9         8         1         7         9         3         
Vardas2085     Pavarde2085    1         5         9         5         3         7         
Vardas2086     Pavarde2086    6         1         3         6         3         7         
Vardas2087     Pavarde2087    2         5         7         10        5         9         
Vardas2088     Pavarde2088    9         10        8         9         1         5         
Vardas2089     Pavarde2089    1         5         3         2         7         9         
Vardas2090     Pavarde2090    7         1         5         3         1         6         
Vardas2091     Pavarde2091    5         1         3         3         3         1         
Vardas2092     Pavarde2092    1         9         7         2         6         8         
Vardas2093     Pavarde2093    2         2         5         3         9         9         
Vardas2094     Pavarde2094    6         3         9         4         3         10        
Vardas2095     Pavarde2095    7         7         4         4         6         1         
Vardas2096     Pavarde2096    4         4         2         7         10        9         
Vardas2097     Pavarde2097    5         5         3         2         10        7         
Vardas2098     Pavarde2098    6         7         6         3         2         5         
Vardas2099     Pavarde2099    4         2         3         6         2         1         
Vardas2100     Pavarde2100    9         1         1         10        10        8         
Vardas2101     Pavarde2101    1         8         10        1         6         1         
Vardas2102     Pavarde2102    8         2         3         9         6         5         
Vardas2103     Pavarde2103    7         3         2         9         7         10        
Vardas2104     Pavarde2104    10        5         8         1         8         7         
Vardas2105     Pavarde2105    8         1         6         8         9         1         
Vardas2106     Pavarde2106    6         4         2         7         5         4         
Vardas2107     Pavarde2107    8         4         3         9         5         9         
Vardas2108     Pavarde2108    4         10        7         7         7         5         
Vardas2109     Pavarde2109    3         9         10        7         9         3         
Vardas2110     Pavarde2110    4         3         9         6         1         10        
Vardas2111     Pavarde2111    7         10        5         7         2         5         
Vardas2112     Pavarde2112    1         8         4         9         6         2         
Vardas2113     Pavarde2113    4         9         7         10        2         9         
Vardas2114     Pavarde2114    5         7         4         9         7         10        
Vardas2115     Pavarde2115    2         1         8         6         8         10        
Vardas2116     Pavarde2116    1         5         6         4         7         4         
Vardas2117     Pavarde2117    7         4         10        6         3         9         
Vardas2118     Pavarde2118    4         10        9         4         10        5         
Vardas2119     Pavarde2119    5         10        6         2         8         8         
Vardas2120     Pavarde2120    7         8         1         1         9         8         
Vardas2121     Pavarde2121    7         8         6         10        9         5         
Vardas2122     Pavarde2122    5         3         7         6         6         6         
Vardas2123     Pavarde2123    3         8         5         6         2         4         
Vardas2124     Pavarde2124    9         8         1         6         2         7         
Vardas2125     Pavarde2125    5         3         2         6         5         10        
Vardas2126     Pavarde2126    5         7         4         8         10        7         
Vardas2127     Pavarde2127    10        2         1         4         9         3         
Vardas2128     Pavarde2128    1         4         6         4         6         2         
Vardas2129     Pavarde2129    5         8         6         3         9         10        
Vardas2130     Pavarde2130    7         7         10        2         7         3         
Vardas2131     Pavarde2131    6         7         5         3         10        1         
Vardas2132     Pavarde2132    4         6         8         9         7         8         
Vardas2133     Pavarde2133    5         7         2         6         5         9         
Vardas2134     Pavarde2134    5         4         9         5         5         10        
Vardas2135     Pavarde2135    3         7         1         1         9         6         
Vardas2136     Pavarde2136    2         3         8         10        4         2         
Vardas2137     Pavarde2137    7         3         5         3         3         2         
Vardas2138     Pavarde2138    8         5         5         6         5         3         
Vardas2139     Pavarde2139    10        1         4         2         7         5         
Vardas2140     Pavarde2140    8         4         10        3         10        9         
Vardas2141     Pavarde2141    9         5         4         6         6         4         
Vardas2142     Pavarde2142    8         10        3         1         3         5         
Vardas2143     Pavarde2143    1         5         3         8         5         5         
Vardas2144     Pavarde2144    9         8         4         1         6         8         
Vardas2145     Pavarde2145    4         9         2         6         9         7         
Vardas2146     Pavarde2146    6         10        4         3         4         6         
Vardas2147     Pavarde2147    4         8         1         3         10        6         
Vardas2148     Pavarde2148    1         10        4         2         4         4         
Vardas2149     Pavarde2149    4         4         2         9         5         1         
Vardas2150     Pavarde2150    6         2         4         5         3         1         
Vardas2151     Pavarde2151    2         10        1         2         8         2         
Vardas2152     Pavarde2152    2         3         6         3         6         6         
Vardas2153     Pavarde2153    5         7         2         6         2         7         
Vardas2154     Pavarde2154    9         9         4         4         7         8         
Vardas2155     Pavarde2155    8         8         7         10        2         10        
Vardas2156     Pavarde2156    8         4         10        2         1         10        
Vardas2157     Pavarde2157    7         7         2         1         6         6         
Vardas2158     Pavarde2158    1         9         4         2         7         4         
Vardas2159     Pavarde2159    5         2         1         4         6         6         
Vardas2160     Pavarde2160    4         10        2         8         3         1         
Vardas2161     Pavarde2161    1         7         3         3         8         10        
Vardas2162     Pavarde2162    6         3         1         1         8         10        
Vardas2163     Pavarde2163    2         3         8         6         8         7         
Vardas2164     Pavarde2164    8         10        2         8         4         10        
Vardas2165     Pavarde2165    7         2         4         1         2         4         
Vardas2166     Pavarde2166    10        4         1         5         3         4         
Vardas2167     Pavarde2167    2         4         10        1         5         7         
Vardas2168     Pavarde2168    2         2         7         8         10        6         
Vardas2169     Pavarde2169    5         10        2         10        5         9         
Vardas2170     Pavarde2170    1         7         1         7         4         10        
Vardas2171     Pavarde2171    10        7         8         6         6         9         
Vardas2172     Pavarde2172    5         8         7         6         4         8         
Vardas2173     Pavarde2173    1         3         2         6         6         3         
Vardas2174     Pavarde2174    9         1         3         9         5         9         
Vardas2175     Pavarde2175    7         10        8         6         7         10        
Vardas2176     Pavarde2176    5         4         6         3         5         9         
Vardas2177     Pavarde2177    6         1         8         5         10        5         
Vardas2178     Pavarde2178    5         8         10        10        4         8         
Vardas2179     Pavarde2179    5         9         6         1         10        5         
Vardas2180     Pavarde2180    6         6         10        3         1         3         
Vardas2181     Pavarde2181    1         9         3         7         3         3         
Vardas2182     Pavarde2182    10        1         1         8         9         8         
Vardas2183     Pavarde2183    8         3         10        10        2         10        
Vardas2184     Pavarde2184    3         7         6         6         1         8         
Vardas2185     Pavarde2185    4         2         8         10        10        5         
Vardas2186     Pavarde2186    3         6         1         1         1         5         
Vardas2187     Pavarde2187    7         1         4         7         6         6         
Vardas2188     Pavarde2188    4         2         7         4         2         8         
Vardas2189     Pavarde2189    9         9         4         6         7         7         
Vardas2190     Pavarde2190    9         1         5         2         6         2         
Vardas2191     Pavarde2191    3         8         10        5         9         6         
Vardas2192     Pavarde2192    7         9         3         4         1         6         
Vardas2193     Pavarde2193    7         5         10        6         6         2         
Vardas2194     Pavarde2194    10        7         5         3         2         2         
Vardas2195     Pavarde2195    7         10        2         5         2         10        
Vardas2196     Pavarde2196    6         9         7         5         8         9         
Vardas2197     Pavarde2197    9         9         1         1         8         5         
Vardas2198     Pavarde2198    7         10        8         7         1         6         
Vardas2199     Pavarde2199    6         8         8         4         10        2         
Vardas2200     Pavarde2200    5         4         5         6         7         9         
Vardas2201     Pavarde2201    9         9         5         1         10        7         
Vardas2202     Pavarde2202    4         4         6         1         9         3         
Vardas2203     Pavarde2203    8         3         3         2         6         6         
Vardas2204     Pavarde2204    7         3         10        7         3         2         
Vardas2205     Pavarde2205    7         5         2         1         3         8         
Vardas2206     Pavarde2206    2         3         7         2         10        7         
Vardas2207     Pavarde2207    1         5         10        3         5         5         
Vardas2208     Pavarde2208    6         9         5         7         9         3         
Vardas2209     Pavarde2209    1         9         8         4         5         3         
Vardas2210     Pavarde2210    1         8         9         2         6         5         
Vardas2211     Pavarde2211    5         7         1         5         1         7         
Vardas2212     Pavarde2212    1         8         4         9         8         7         
Vardas2213     Pavarde2213    6         7         7         4         4         10        
Vardas2214     Pavarde2214    9         4         2         4         5         2         
Vardas2215     Pavarde2215    8         4         1         7         10        5         
Vardas2216     Pavarde2216    2         4         1         2         2         7         
Vardas2217     Pavarde2217    6         1         10        9         10        3         
Vardas2218     Pavarde2218    3         7         10        6         9         6         
Vardas2219     Pavarde2219    4         7         5         9         4         8         
Vardas2220     Pavarde2220    10        8         3         10        8         3         
Vardas2221     Pavarde2221    4         3         3         2         1         8         
Vardas2222     Pavarde2222    1         6         2         8         10        3         
Vardas2223     Pavarde2223    10        1         1         10        9         6         
Vardas2224     Pavarde2224    3         1         3         5         5         6         
Vardas2225     Pavarde2225    9         6         6         3         2         7         
Vardas2226     Pavarde2226    6         8         5         3         7         2         
Vardas2227     Pavarde2227    7         5         9         4         4         3         
Vardas2228     Pavarde2228    6         8         10        3         2         6         
Vardas2229     Pavarde2229    7         1         3         5         9         1         
Vardas2230     Pavarde2230    5         7         3         7         9         3         
Vardas2231     Pavarde2231    8         2         3         1         10        4         
Vardas2232     Pavarde2232    5         1         9         9         3         3         
Vardas2233     Pavarde2233    5         4         2         4         6         2         
Vardas2234     Pavarde2234    2         9         8         2         1         9         
Vardas2235     Pavarde2235    1         3         6         1         10        3         
Vardas2236     Pavarde2236    10        4         5         7         10        3         
Vardas2237     Pavarde2237    6         9         4         4         9         7         
Vardas2238     Pavarde2238    7         8         6         3         8         2         
Vardas2239     Pavarde2239    4         10        3         1         10        4         
Vardas2240     Pavarde2240    8         3         4         4         1         10        
Vardas2241     Pavarde2241    6         2         8         5         1         10        
Vardas2242     Pavarde2242    7         7         1         7         10        6         
Vardas2243     Pavarde2243    4         5         2         1         10        2         
Vardas2244     Pavarde2244    5         9         1         7         3         2         
Vardas2245     Pavarde2245    6         7         5         6         2         2         
Vardas2246     Pavarde2246    5         8         7         8         3         1         
Vardas2247     Pavarde2247    9         4         10        8         9         9         
Vardas2248     Pavarde2248    9         8         2         6         9         6         
Vardas2249     Pavarde2249    3         6         4         8         2         9         
Vardas2250     Pavarde2250    2         1         9         1         10        4         
Vardas2251     Pavarde2251    7         6         9         4         1         3         
Vardas2252     Pavarde2252    3         3         9         1         10        10        
Vardas2253     Pavarde2253    3         3         6         2         4         9         
Vardas2254     Pavarde2254    8         9         8         2         1         6         
Vardas2255     Pavarde2255    1         2         3         8         4         5         
Vardas2256     Pavarde2256    10        7         5         2         3         3         
Vardas2257     Pavarde2257    3         3         6         3         1         10        
Vardas2258     Pavarde2258    2         9         4         4         6         7         
Vardas2259     Pavarde2259    6         4         4         3         7         6         
Vardas2260     Pavarde2260    3         7         10        8         4         1         
Vardas2261     Pavarde2261    8         5         10        2         2         5         
Vardas2262     Pavarde2262    10        5         7         9         2         5         
Vardas2263     Pavarde2263    7         7         7         8         4         3         
Vardas2264     Pavarde2264    2         6         7         6         1         1         
Vardas2265     Pavarde2265    7         6         10        1         10        7         
Vardas2266     Pavarde2266    10        8         6         2         9         8         
Vardas2267     Pavarde2267    10        5         9         7         6         7         
Vardas2268     Pavarde2268    4         7         10        2         3         7         
Vardas2269     Pavarde2269    3         3         6         6         5         2         
Vardas2270     Pavarde2270    7         5         4         4         7         1         
Vardas2271     Pavarde2271    10        6         4         8         7         8         
Vardas2272     Pavarde2272    10        5         10        9         1         4         
Vardas2273     Pavarde2273    3         2         10        1         7         2         
Vardas2274     Pavarde2274    4         7         8         9         6         2         
Vardas2275     Pavarde2275    7         9         2         9         1         4         
Vardas2276     Pavarde2276    2         4         10        9         3         9         
Vardas2277     Pavarde2277    6         9         10        7         3         3         
Vardas2278     Pavarde2278    6         6         10        4         4         2         
Vardas2279     Pavarde2279    1         5         7         6         6         2         
Vardas2280     Pavarde2280    8         3         6         9         6         7         
Vardas2281     Pavarde2281    8         1         8         3         7         9         
Vardas2282     Pavarde2282    8         7         10        9         9         2         
Vardas2283     Pavarde2283    7         1         8         7         8         9         
Vardas2284     Pavarde2284    2         5         8         1         6         2         
Vardas2285     Pavarde2285    10        8         1         1         6         9         
Vardas2286     Pavarde2286    5         8         3         5         2         8         
Vardas2287     Pavarde2287    10        5         2         1         7         3         
Vardas2288     Pavarde2288    10        5         2         4         6         8         
Vardas2289     Pavarde2289    9         6         2         9         8         9         
Vardas2290     Pavarde2290    1         4         2         4         10        3         
Vardas2291     Pavarde2291    5         1         9         3         3         4         
Vardas2292     Pavarde2292    6         8         7         4         2         8         
Vardas2293     Pavarde2293    6         1         7         2         1         4         
Vardas2294     Pavarde2294    10        6         7         8         9         8         
Vardas2295     Pavarde2295    1         2         2         9         6         8         
Vardas2296     Pavarde2296    6         10        9         5         1         8         
Vardas2297     Pavarde2297    8         6         10        10        6         5         
Vardas2298     Pavarde2298    4         7         6         1         1         9         
Vardas2299     Pavarde2299    3         7         8         8         2         5         
